 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
17,463707.00406509865,14.0,2,-1265011.4981923848,41,40,41,0.10099999999874854,18113.998629122972,-1.542935330171234E-4,-9.6115108E-13,0.0,85.48642608523369,-0.19449597969651222,61.34505597129464,NLOS,
23,463707.00406509865,47.0,2,-1244827.9309141412,33,32,33,0.06600000000253203,17879.407671056688,-8.684567980967706E-5,6.3715938E-13,0.0,319.3338004797697,-0.07471596822142601,98.13547760993242,NLOS,
31,463707.00406509865,37.0,2,-1121540.371477317,35,34,34,0.11099999999714782,18492.60839426145,3.2391475459748884E-4,-1.0063565E-12,0.0,292.91390385106206,-0.17219153419137,-46.543679144233465,NLOS,
32,463708.0041257658,54.0,2,-1305927.5448403396,47,46,48,0.30500000000029104,18391.365620091558,-2.302956221347388E-4,1.083511E-11,0.0,191.88354382663965,0.3195262476801872,-6.96215358749032,NLOS,
3,463708.0041257658,54.0,2,-1178872.0089303106,41,40,41,0.28399999999965075,17944.071520593017,1.9362956641994958E-4,2.1891655E-11,0.0,255.41448806971312,0.24063023924827576,27.07622130587697,LOS,
4,463708.0041257658,52.0,2,-1238898.9402244762,49,48,49,0.34800000000177533,18679.31960810721,-6.772297640619323E-6,9.033424E-13,0.0,479.8139281049371,0.3607879877090454,-24.95989902690053,LOS,
8,463708.0041257658,50.0,2,-1232209.676598888,36,35,35,0.3769999999967695,18025.356340900064,1.7165433635079016E-5,4.8124811E-12,0.0,174.07458152249455,0.300045620650053,462.1277734711766,NLOS,
9,463708.0041257658,16.0,0,-1261618.8150460906,25,7,25,1.319999999999709,17673.78560832888,-7.78976284386706E-5,-1.0838515E-11,0.0,509.54438111931086,6.277793947607279,1372.077176578343,NLOS,
74,463708.0041257658,40.0,0,-1225907.1463800296,40,39,40,0.341999999996915,18651.55544447899,3.671960439532982E-5,1.8189894E-12,0.0,452.05524199455976,-1.2083804048597813,21.790470980107784,NLOS,
11,463708.0041257658,50.0,2,-1403555.7076648735,49,48,49,0.35300000000279397,18673.46541729942,-5.560108455808561E-4,-2.0504891E-12,0.0,473.951790522784,0.3723352998495102,-25.766773983836174,NLOS,
17,463708.0041257658,14.0,2,-1283211.10065528,41,40,41,0.364000000001397,18114.372825413942,-1.5429353397827445E-4,-9.6115108E-13,0.0,85.12096345052123,0.36546263471245766,61.44648291170597,NLOS,
23,463708.0041257658,47.0,2,-1263028.5406434163,33,32,33,0.31999999999970896,17879.73737623915,-8.68456791725177E-5,6.3715938E-13,0.0,318.7877975963056,0.546002883464098,99.24465009570122,NLOS,
31,463708.0041257658,37.0,2,-1139739.8593032025,35,34,35,0.39500000000043656,18493.011963382363,3.2391475359113244E-4,-1.0063565E-12,0.0,293.38195327296853,0.46804942190647125,-46.55690276250243,NLOS,
32,463709.00418649404,54.0,2,-1324127.0143306963,47,46,47,-0.11499999999796273,18391.2410964258,-2.3029561129962907E-4,1.083511E-11,0.0,191.15739118680358,-0.7261526398360729,-7.589747667312622,NLOS,
3,463709.00418649404,54.0,2,-1197071.4380380437,40,40,41,-0.10399999999935972,17943.95771236345,1.9362958831160577E-4,2.1891655E-11,0.0,256.1739652119577,-0.7594771422445774,26.411559272557497,LOS,
4,463709.00418649404,52.0,2,-1257098.3873832896,49,48,49,-0.0650000000023283,18679.246201209724,-6.7722967372769085E-6,9.033424E-13,0.0,479.15004155784845,-0.663886547088623,-25.612802118062973,LOS,
8,463709.00418649404,50.0,2,-1250408.8144229352,36,35,36,-0.04499999999825377,18025.301870688796,1.7165438447560257E-5,4.8124811E-12,0.0,174.99046048521996,-0.9158789627254009,461.1667075417936,NLOS,
9,463709.00418649404,16.0,0,-1279847.38599642,19,18,25,-0.2209999999977299,17673.554843526334,-7.789763927718544E-5,-1.0838515E-11,0.0,498.00636937469244,11.538011744618416,1400.544544879347,NLOS,
74,463709.00418649404,40.0,0,-1244102.7723806724,40,39,40,-0.33399999999892316,18648.12047964707,3.6719606214319254E-5,1.8189894E-12,0.0,448.0206922441721,-4.034549750387669,17.3166842199862,NLOS,
11,463709.00418649404,50.0,2,-1421755.1425834224,49,48,49,-0.06999999999970896,18673.385594673455,-5.560108476313453E-4,-2.0504891E-12,0.0,473.2757277600467,-0.6760627627372742,-26.432802878320217,NLOS,
17,463709.00418649404,14.0,2,-1301410.5533550978,41,40,41,-0.03800000000046566,18114.325683306903,-1.5429353493942553E-4,-9.6115108E-13,0.0,85.76638973131776,-0.6454262807965279,60.79856186360121,NLOS,
23,463709.00418649404,47.0,2,-1281229.2774291858,34,33,33,-0.09900000000197906,17879.62839931622,-8.684567853535831E-5,6.3715938E-13,0.0,319.19885793328285,-0.4110603369772434,99.88129415735602,NLOS,
31,463709.00418649404,37.0,2,-1157939.2571221069,35,34,35,-0.04299999999784632,18492.96003898233,3.2391475258477604E-4,-1.0063565E-12,0.0,292.80774599686265,-0.5742072761058807,-47.25971827656031,NLOS,
32,463710.00424722227,54.0,2,-1342326.409813922,47,46,47,-0.04500000000189175,18391.19574534893,-2.3029560046451938E-4,1.083511E-11,0.0,192.01717797666788,0.8597867898643017,-7.391971506178379,NLOS,
3,463710.00424722227,54.0,2,-1215270.7438385375,40,39,41,-0.043000000001484295,17943.914300147444,1.93629610203262E-4,2.1891655E-11,0.0,255.36798630282283,0.8059789091348648,26.522967372089624,LOS,
4,463710.00424722227,52.0,2,-1275297.7659277432,49,48,49,0.010000000002037268,18679.256281241775,-6.772295833934493E-6,9.033424E-13,0.0,480.0647019930184,0.9146604351699352,-25.434942200779915,LOS,
8,463710.00424722227,50.0,2,-1268607.8325655535,36,35,36,0.03499999999985448,18025.337972220033,1.7165443260041498E-5,4.8124811E-12,0.0,174.1032954454422,0.8871650397777557,460.9853375554085,NLOS,
9,463710.00424722227,16.0,0,-1298072.21672244,20,19,25,-0.08200000000215368,17673.47169224918,-7.78976501157003E-5,-1.0838515E-11,0.0,500.8055114336312,-2.7991420589387417,1426.1710662469268,NLOS,
74,463710.00424722227,40.0,0,-1262300.8754301183,41,40,40,0.20999999999912689,18650.721140377223,3.67196080333087E-5,1.8189894E-12,0.0,451.52073034644127,3.5000381022691727,16.21932363510132,NLOS,
11,463710.00424722227,50.0,2,-1439954.5062175766,49,48,49,0.007999999997991836,18673.39292529598,-5.560108496818345E-4,-2.0504891E-12,0.0,474.1850372813642,0.909309521317482,-26.270738791674376,NLOS,
17,463710.00424722227,14.0,2,-1319609.9475620762,41,40,41,0.02600000000165892,18114.350119743496,-1.5429353590057664E-4,-9.6115108E-13,0.0,84.82157798111439,0.944811750203371,60.9915253482759,NLOS,
23,463710.00424722227,47.0,2,-1299430.0541605651,34,33,34,0.010000000002037268,17879.636548358947,-8.684567789819892E-5,6.3715938E-13,0.0,318.19804828613997,1.0008096471428871,101.45726120471954,NLOS,
31,463710.00424722227,37.0,2,-1176138.6096865498,36,35,35,0.04099999999743886,18493.000406630337,3.239147515784195E-4,-1.0063565E-12,0.0,293.7772225625813,0.9694765657186508,-47.1084108799696,NLOS,
32,463711.00430788944,54.0,2,-1360525.937180534,47,46,47,0.1389999999992142,18391.344751928,-2.3029558962941028E-4,1.083511E-11,0.0,191.88367357477546,-0.13350440189242363,-7.362104415893555,NLOS,
3,463711.00430788944,54.0,2,-1233470.1222072802,40,39,40,0.125,17944.049317922443,1.936296320949169E-4,2.1891655E-11,0.0,255.56527994573116,-0.19729364290833473,26.407151259481907,LOS,
4,463711.00430788944,52.0,2,-1293497.2512882352,49,48,49,0.1820000000006985,18679.4475075379,-6.772294930592132E-6,9.033424E-13,0.0,479.95557836815715,-0.10912362486124039,-25.450058698654175,LOS,
8,463711.00430788944,50.0,2,-1286806.8273601122,36,36,36,0.19099999999889405,18025.53880853951,1.716544807252245E-5,4.8124811E-12,0.0,174.3189481087029,-0.21565266326069832,460.4808270558715,NLOS,
9,463711.00430788944,16.0,0,-1316296.8832172193,20,20,20,0.24799999999959255,17673.72976423055,-7.78976609542145E-5,-1.0838515E-11,0.0,501.2277956530452,-0.42228421941399574,1451.3335639163852,NLOS,
74,463711.00430788944,40.0,0,-1280500.241087295,41,40,41,0.3110000000015134,18652.10730785504,3.671960985229803E-5,1.8189894E-12,0.0,452.60710537061095,1.0863750241696835,16.08477832749486,NLOS,
11,463711.00430788944,50.0,2,-1458153.9763921723,49,48,49,0.1749999999992724,18673.577101640403,-5.560108517323236E-4,-2.0504891E-12,0.0,474.0729517824948,-0.1120854988694191,-26.301926724612713,NLOS,
17,463711.00430788944,14.0,2,-1337809.4665010534,41,40,41,0.20099999999729334,18114.561131194234,-1.542935368617277E-4,-9.6115108E-13,0.0,84.89270585775375,-0.07112787663936615,61.00942837074399,NLOS,
23,463711.00430788944,47.0,2,-1317630.8449272513,34,33,34,0.1499999999978172,17879.79645188898,-8.684567726103957E-5,6.3715938E-13,0.0,318.42230059951544,-0.22425231337547302,102.74747109785676,NLOS,
31,463711.00430788944,37.0,2,-1194338.1066437624,36,35,36,0.21900000000096043,18493.228346787393,3.239147505720632E-4,-1.0063565E-12,0.0,293.7371458671987,-0.04007669538259506,-47.1125031709671,NLOS,
32,463712.00436861767,54.0,2,-1378725.5552505925,47,46,47,0.10900000000037835,18391.443310029805,-2.3029557879430056E-4,1.083511E-11,0.0,192.0088042654097,0.12513069063425064,-7.241533879190683,NLOS,
3,463712.00436861767,54.0,2,-1251669.5945619456,40,39,40,0.11300000000119326,17944.152398213744,1.9362965398657313E-4,2.1891655E-11,0.0,255.4413875080645,0.12389243766665459,26.38532107323408,LOS,
4,463712.00436861767,52.0,2,-1311696.8084420487,49,48,49,0.15999999999985448,18679.59892129153,-6.772294027249716E-6,9.033424E-13,0.0,480.111266028136,0.15568765997886658,-25.393381875008345,LOS,
8,463712.00436861767,50.0,2,-1305005.7407144122,37,36,36,0.2000000000007276,18025.728181686252,1.7165452885003695E-5,4.8124811E-12,0.0,174.29291298240423,0.026035126298666,459.894876293838,NLOS,
9,463712.00436861767,16.0,0,-1334520.1108418182,20,19,20,-1.1970000000001164,17672.522855095565,-7.789767179272936E-5,-1.0838515E-11,0.0,502.62498627975583,-1.3971906267106533,1475.05719140172,NLOS,
74,463712.00436861767,40.0,0,-1298696.9285372905,41,40,41,0.3400000000001455,18649.55268954113,3.671961167128747E-5,1.8189894E-12,0.0,450.0524870529771,-2.5546183176338673,13.27202583476901,NLOS,
11,463712.00436861767,50.0,2,-1476353.5050382167,49,48,49,0.15700000000288128,18673.724950876087,-5.560108537828129E-4,-2.0504891E-12,0.0,474.2126248590648,0.13967307657003403,-26.27464320883155,NLOS,
17,463712.00436861767,14.0,2,-1356009.0692120977,41,40,41,0.1860000000015134,18114.737862437963,-1.5429353782287877E-4,-9.6115108E-13,0.0,84.70501107722521,0.18769478052854538,61.11110346391797,NLOS,
23,463712.00436861767,47.0,2,-1335831.6515275538,34,33,34,0.14500000000043656,17879.933028575033,-8.684567662388017E-5,6.3715938E-13,0.0,318.34500139579177,0.07729920372366905,104.05351461097598,NLOS,
31,463712.00436861767,37.0,2,-1212537.670752149,37,36,36,0.18300000000090222,18493.40396764502,3.239147495657067E-4,-1.0063565E-12,0.0,293.9196421429515,0.18249627575278282,-47.049444288015366,NLOS,
32,463713.0044293459,54.0,2,-1396925.4227679893,47,46,47,0.28100000000267755,18391.724570859224,-2.3029556795919082E-4,1.083511E-11,0.0,191.99287414178252,-0.01593012362718582,-7.1713084615767,NLOS,
3,463713.0044293459,54.0,2,-1269869.3461135924,39,39,40,0.2760000000016589,17944.42807593569,1.9362967587822935E-4,2.1891655E-11,0.0,255.4320541843772,0.009333323687314987,26.342895410954952,LOS,
4,463713.0044293459,52.0,2,-1329896.6200450659,49,48,49,0.32999999999810825,18679.927556511015,-6.772293123907301E-6,9.033424E-13,0.0,480.14977154508233,0.038505516946315765,-25.382048305124044,LOS,
8,463713.0044293459,50.0,2,-1323204.9329780005,37,36,37,0.352999999999156,18026.081323180348,1.716545769748494E-5,4.8124811E-12,0.0,174.20630170032382,0.08661128208041191,459.2880423627794,NLOS,
9,463713.0044293459,16.0,0,-1352735.8823259063,20,19,20,-0.18399999999746797,17672.339164815843,-7.789768263124422E-5,-1.0838515E-11,0.0,510.33920408412814,-7.714217804372311,1491.0248859226704,NLOS,
74,463713.0044293459,40.0,0,-1316896.3584324978,41,40,41,0.11300000000119326,18652.418670538813,3.671961349027691E-5,1.8189894E-12,0.0,452.61867559328675,2.5661885403096676,12.901926096528769,NLOS,
11,463713.0044293459,50.0,2,-1494553.2858266197,49,48,49,0.33399999999892316,18674.05861557275,-5.56010855833302E-4,-2.0504891E-12,0.0,474.24612544849515,0.033500589430332184,-26.295009788125753,NLOS,
17,463713.0044293459,14.0,2,-1374208.908758983,41,40,41,0.352999999999156,18115.09200572595,-1.5429353878402988E-4,-9.6115108E-13,0.0,84.6640394590795,0.04097161814570427,61.14982194080949,NLOS,
23,463713.0044293459,47.0,2,-1354032.7934830077,34,33,34,0.30600000000049477,17880.23807170242,-8.684567598672077E-5,6.3715938E-13,0.0,318.2479543685913,0.09704702720046043,105.39512081816792,NLOS,
31,463713.0044293459,37.0,2,-1230737.5021954775,37,36,37,0.3669999999983702,18493.769892465323,3.2391474855935026E-4,-1.0063565E-12,0.0,294.0024985074997,0.08285636454820633,-47.01884292438626,NLOS,
32,463714.00449001306,54.0,2,-1415125.3292701356,47,46,47,0.06299999999828287,18391.796285878867,-2.3029555712408175E-4,1.083511E-11,0.0,192.0662615671754,0.07338742539286613,-7.062098294496536,NLOS,
3,463714.00449001306,54.0,2,-1288069.1533483826,39,39,40,0.05099999999947613,17944.48788093403,1.9362969776988423E-4,2.1891655E-11,0.0,255.34641987457871,0.08563430979847908,26.35615288838744,LOS,
4,463714.00449001306,52.0,2,-1348096.4643647075,49,48,49,0.10499999999956344,18680.043890334666,-6.772292220564942E-6,9.033424E-13,0.0,480.2662911750376,0.11651962995529175,-25.337998114526272,LOS,
8,463714.00449001306,50.0,2,-1341404.1768358499,38,37,37,0.13300000000162981,18026.223335288465,1.7165462509965882E-5,4.8124811E-12,0.0,174.047193903476,0.15910779684782028,458.73280269652605,NLOS,
9,463714.00449001306,16.0,0,-1370962.5821898915,19,18,20,1.2559999999975844,17673.60489249602,-7.78976934697584E-5,-1.0838515E-11,0.0,499.3690733127296,10.970130771398544,1517.9209603369236,NLOS,
74,463714.00449001306,40.0,0,-1335095.692381844,41,40,41,0.0819999999985157,18652.44620721042,3.671961530926624E-5,1.8189894E-12,0.0,452.64621226862073,0.027536675333976746,12.43588050082326,NLOS,
11,463714.00449001306,50.0,2,-1512753.1003533155,49,48,49,0.10299999999915599,18674.17103773728,-5.560108578837911E-4,-2.0504891E-12,0.0,474.3609632961452,0.11483784765005112,-26.281638078391552,NLOS,
17,463714.00449001306,14.0,2,-1392408.7642117664,41,40,41,0.1290000000008149,18115.230241805315,-1.5429353974518093E-4,-9.6115108E-13,0.0,84.54419981315732,0.11983964592218399,61.20444631576538,NLOS,
23,463714.00449001306,47.0,2,-1372233.424948059,34,33,34,0.08399999999892316,17880.33205814287,-8.684567534956143E-5,6.3715938E-13,0.0,318.6969416104257,-0.4489872418344021,106.22623661905527,NLOS,
31,463714.00449001306,37.0,2,-1248937.3853806034,38,37,37,0.13900000000285218,18493.919077869505,3.2391474755299386E-4,-1.0063565E-12,0.0,294.1695228368044,0.16702432930469513,-46.93649975955486,NLOS,
32,463715.0045507413,54.0,2,-1433325.25487604,47,46,47,0.052999999999883585,18391.84033840522,-2.3029554628897206E-4,1.083511E-11,0.0,192.11979101598263,0.05352944880723953,-6.933784373104572,NLOS,
3,463715.0045507413,54.0,2,-1306268.9985686168,40,39,39,0.0459999999984575,17944.525503780693,1.9362971966154042E-4,2.1891655E-11,0.0,255.27850794047117,0.06791193410754204,26.40739581361413,LOS,
4,463715.0045507413,52.0,2,-1366296.3207556084,49,48,49,0.10800000000017462,18680.140178922564,-6.7722913172225275E-6,9.033424E-13,0.0,480.36220813170075,0.09591695666313171,-25.281876660883427,LOS,
8,463715.0045507413,50.0,2,-1359603.291229207,38,37,38,0.12700000000040745,18026.34092412144,1.7165467322447123E-5,4.8124811E-12,0.0,174.0691577643156,-0.02196386083960533,458.0480985343456,NLOS,
9,463715.0045507413,16.0,0,-1389191.846702084,20,19,20,0.9030000000020664,17674.498685535043,-7.789770430827325E-5,-1.0838515E-11,0.0,496.7627354301512,2.606337882578373,1547.3816829621792,NLOS,
74,463715.0045507413,40.0,0,-1353296.5985747501,41,40,41,0.4279999999998836,18654.14196348563,3.671961712825568E-5,1.8189894E-12,0.0,454.34196854010224,1.695756271481514,13.542078461498022,NLOS,
11,463715.0045507413,50.0,2,-1530952.928179983,49,48,49,0.10199999999895226,18674.264544390142,-5.560108599342804E-4,-2.0504891E-12,0.0,474.4553990550339,0.09443575888872147,-26.254966396838427,NLOS,
17,463715.0045507413,14.0,2,-1410608.6101760902,41,40,41,0.11899999999877764,18115.339542824775,-1.54293540706332E-4,-9.6115108E-13,0.0,84.44976459443569,0.09443521872162819,61.24958222731948,NLOS,
23,463715.0045507413,47.0,2,-1390434.0264817327,34,33,34,0.08200000000215368,17880.40502809733,-8.684567471240204E-5,6.3715938E-13,0.0,318.6654098778963,0.03153173252940178,107.0274210460484,NLOS,
31,463715.0045507413,37.0,2,-1267137.2565726228,38,37,38,0.1349999999983993,18494.04375967756,3.2391474654663746E-4,-1.0063565E-12,0.0,294.2728350870311,0.10331225022673607,-46.866149701178074,NLOS,
32,463716.0046114695,54.0,2,-1451525.2505100146,47,46,47,0.10299999999915599,18391.943107545376,-2.3029553545386234E-4,1.083511E-11,0.0,191.92444010078907,-0.19535091519355774,-7.035234834998846,NLOS,
3,463716.0046114695,54.0,2,-1324468.9167385064,39,38,40,0.10599999999976717,17944.632304441184,1.9362974155319663E-4,2.1891655E-11,0.0,255.47540202364326,-0.1968940831720829,26.2317959330976,LOS,
4,463716.0046114695,52.0,2,-1384496.2486498803,49,48,49,0.1500000000014552,18680.290651090443,-6.772290413880113E-6,9.033424E-13,0.0,480.2177192084491,-0.14448892325162888,-25.454044297337532,LOS,
8,463716.0046114695,50.0,2,-1377802.4982312657,38,37,38,0.17599999999947613,18026.517824608833,1.716547213492836E-5,4.8124811E-12,0.0,174.16882191598415,-0.09966415166854858,457.15621061623096,NLOS,
74,463716.0046114695,40.0,0,-1371495.8119568266,41,40,41,-0.07400000000052387,18652.572612330317,3.671961894724512E-5,1.8189894E-12,0.0,452.4728249274194,-1.8691436126828194,12.655673135071993,NLOS,
11,463716.0046114695,50.0,2,-1549152.8332926333,49,49,49,0.1500000000014552,18674.414553262293,-5.560108619847695E-4,-2.0504891E-12,0.0,474.3139774724841,-0.1414215825498104,-26.45080118998885,NLOS,
17,463716.0046114695,14.0,2,-1428808.5242366716,41,40,41,0.17599999999947613,18115.51528466493,-1.5429354166748312E-4,-9.6115108E-13,0.0,84.577531658113,-0.12776706367731094,61.06302194297314,NLOS,
23,463716.0046114695,47.0,2,-1408634.750190407,33,28,34,0.13699999999880674,17880.54222938046,-8.684567407524264E-5,6.3715938E-13,0.0,318.781545586884,-0.11613570898771286,107.65098801255226,NLOS,
31,463716.0046114695,37.0,2,-1285337.2029938698,38,37,38,0.1889999999984866,18494.233705587685,3.2391474554028095E-4,-1.0063565E-12,0.0,294.16354601085186,-0.10928907617926598,-47.02036287635565,NLOS,
32,463717.0046721367,54.0,2,-1469725.17285572,47,46,47,-0.04899999999906868,18391.90496374294,-2.3029552461875327E-4,1.083511E-11,0.0,192.18534547835588,0.2609053775668144,-6.910181108862162,NLOS,
3,463717.0046721367,54.0,2,-1342668.703009218,39,38,40,-0.05500000000029104,17944.586123023182,1.9362976344485146E-4,2.1891655E-11,0.0,255.2775377370417,0.19786428660154343,26.224089335650206,LOS,
4,463717.0046721367,52.0,2,-1402696.1077237837,49,48,49,0.005999999997584382,18680.30744343251,-6.772289510537754E-6,9.033424E-13,0.0,480.5324457883835,0.3147265799343586,-25.39523984119296,LOS,
8,463717.0046721367,50.0,2,-1396001.8184156716,38,37,38,0.014999999999417923,18026.543246056885,1.7165476947409304E-5,4.8124811E-12,0.0,173.6483085602522,0.5205133557319641,456.6772975027561,NLOS,
74,463717.0046721367,40.0,0,-1389696.9813568033,41,40,41,0.0970000000015716,18654.652036700398,3.671962076623445E-5,1.8189894E-12,0.0,454.8520417548716,2.3792168274521828,14.025078166276217,NLOS,
11,463717.0046721367,50.0,2,-1567352.6796557456,50,49,49,-0.0020000000004074536,18674.422343470156,-5.560108640352586E-4,-2.0504891E-12,0.0,474.6360542476177,0.32207677513360977,-26.405593063682318,NLOS,
17,463717.0046721367,14.0,2,-1447008.378869027,41,40,41,0.021000000000640284,18115.54678344354,-1.5429354262863417E-4,-9.6115108E-13,0.0,84.23323284834623,0.3442988097667694,61.11682588607073,NLOS,
23,463717.0046721367,47.0,2,-1426835.4884388782,29,28,34,-0.006000000001222361,17880.545055460185,-8.684567343808329E-5,6.3715938E-13,0.0,318.4057129211724,0.3758326657116413,108.58888723701239,NLOS,
31,463717.0046721367,37.0,2,-1303537.0675588138,38,37,38,0.028000000002066372,18494.269322000444,3.239147445339246E-4,-1.0063565E-12,0.0,294.4967250227928,0.3331790119409561,-46.956639893352985,NLOS,
32,463718.0047328649,54.0,2,-1487925.1056891605,47,46,47,0.052999999999883585,18391.948017466813,-2.3029551378364358E-4,1.083511E-11,0.0,191.93046495318413,-0.25488052517175674,-7.074432108551264,NLOS,
3,463718.0047328649,54.0,2,-1360868.4297404364,39,38,39,0.05099999999947613,17944.627142436802,1.9362978533650767E-4,2.1891655E-11,0.0,255.60692335665226,-0.329385619610548,25.85705078393221,LOS,
4,463718.0047328649,52.0,2,-1420895.9765021428,49,48,49,0.10000000000218279,18680.397228606045,-6.7722886071953396E-6,9.033424E-13,0.0,480.3261549398303,-0.2062908485531807,-25.62652339041233,LOS,
8,463718.0047328649,50.0,2,-1414201.1066692285,38,37,38,0.13500000000203727,18026.66826966405,1.716548175989054E-5,4.8124811E-12,0.0,173.8725062124431,-0.2241976521909237,455.8666610829532,NLOS,
74,463718.0047328649,40.0,0,-1407897.767947752,41,40,41,0.15999999999985448,18654.39266431704,3.6719622585223886E-5,1.8189894E-12,0.0,454.29287691414356,-0.5591648407280445,14.711881712079048,NLOS,
11,463718.0047328649,50.0,2,-1585552.5478884839,50,49,50,0.09999999999854481,18674.512461431324,-5.560108660857479E-4,-2.0504891E-12,0.0,474.43920148164034,-0.19685276597738266,-26.63830776885152,NLOS,
17,463718.0047328649,14.0,2,-1465208.2433845624,41,40,41,0.12299999999959255,18115.659847874194,-1.5429354358978525E-4,-9.6115108E-13,0.0,84.41921759024262,-0.18598474189639091,60.88072055578232,NLOS,
23,463718.0047328649,47.0,2,-1445036.2888498753,29,28,33,0.049000000002706656,17880.585058264434,-8.68456728009239E-5,6.3715938E-13,0.0,318.5818824991584,-0.17616957798600197,109.28915652632713,NLOS,
31,463718.0047328649,37.0,2,-1321736.8751591556,38,37,38,0.12800000000061118,18494.39043101296,3.2391474352756814E-4,-1.0063565E-12,0.0,294.2552336640656,-0.24149135872721672,-47.24967397004366,NLOS,
32,463719.00479359314,54.0,2,-1506124.9844909646,47,46,47,-0.011999999998806743,18391.93545891717,-2.3029550294853386E-4,1.083511E-11,0.0,192.21063762158155,0.2801726683974266,-6.992922283709049,NLOS,
3,463719.00479359314,54.0,2,-1379068.0914868265,38,37,39,-0.005999999997584382,17944.621672082692,1.9362980722816386E-4,2.1891655E-11,0.0,255.34214702248573,0.2647763341665268,25.724819865077734,LOS,
4,463719.00479359314,52.0,2,-1439095.799787555,49,48,49,0.03900000000066939,18680.436044398695,-6.772287703852925E-6,9.033424E-13,0.0,480.664205737412,0.33805079758167267,-25.603507425636053,LOS,
8,463719.00479359314,50.0,2,-1432400.2654998004,38,37,38,0.05699999999706051,18026.725365884602,1.716548657237178E-5,4.8124811E-12,0.0,173.5945920944214,0.2779141180217266,455.22639413923025,NLOS,
74,463719.00479359314,40.0,0,-1426099.574398864,41,40,41,0.23099999999976717,18655.535907749087,3.6719624404213323E-5,1.8189894E-12,0.0,455.7359128035605,1.443035889416933,16.71833787858486,NLOS,
11,463719.00479359314,50.0,2,-1603752.3860494196,50,49,50,0.037000000000261934,18674.54854271561,-5.560108681362371E-4,-2.0504891E-12,0.0,474.7899409905076,0.3507395088672638,-26.601301815360785,NLOS,
17,463719.00479359314,14.0,2,-1483408.051060535,41,40,41,0.05500000000029104,18115.714556999505,-1.5429354455093636E-4,-9.6115108E-13,0.0,84.07233471795917,0.3468828722834587,60.88756811618805,NLOS,
23,463719.00479359314,47.0,2,-1463237.0884049423,29,28,29,0.02899999999863212,17880.613905701786,-8.684567216376451E-5,6.3715938E-13,0.0,318.22146686911583,0.36041563004255295,110.28836234658957,NLOS,
31,463719.00479359314,37.0,2,-1339936.5886390842,38,37,38,0.07300000000032014,18494.46264597401,3.239147425212117E-4,-1.0063565E-12,0.0,294.57613998278975,0.3209063187241554,-47.33703600615263,NLOS,
32,463720.0048542603,54.0,2,-1524324.8762152568,47,46,47,0.037000000000261934,18391.9824093543,-2.3029549211342482E-4,1.083511E-11,0.0,191.9581672474742,-0.25247037410736084,-7.198282428085804,NLOS,
3,463720.0048542603,54.0,2,-1397267.7685367242,38,37,39,0.02200000000084401,17944.65321561694,1.9362982911981874E-4,2.1891655E-11,0.0,255.5966450870037,-0.25449806451797485,25.30809999257326,LOS,
4,463720.0048542603,52.0,2,-1457295.6413698494,49,48,49,0.09100000000034925,18680.53730370477,-6.772286800510566E-6,9.033424E-13,0.0,480.4664158709347,-0.19778986647725105,-25.86198703944683,LOS,
8,463720.0048542603,50.0,2,-1450599.376300577,38,37,38,0.11700000000200816,18026.850309073925,1.7165491384852722E-5,4.8124811E-12,0.0,173.8348508812487,-0.24025878682732582,454.238304939121,NLOS,
9,463720.0048542603,16.0,0,-1479804.2043768987,30,29,30,0.4359999999978754,17673.963343709707,-7.789775850084613E-5,-1.0838515E-11,0.0,529.9458874091506,-8.614465460181236,1159.8210325576365,NLOS,
74,463720.0048542603,40.0,0,-1444300.184699852,41,40,41,-0.12099999999918509,18654.463087767363,3.671962622320265E-5,1.8189894E-12,0.0,454.3633003644645,-1.372612439095974,17.228851463645697,NLOS,
11,463720.0048542603,50.0,2,-1621952.250925891,50,49,50,0.08799999999973807,18674.646377574652,-5.560108701867262E-4,-2.0504891E-12,0.0,474.5978319719434,-0.19210901856422424,-26.837372787296772,NLOS,
17,463720.0048542603,14.0,2,-1501607.8630095944,40,40,41,0.10800000000017462,18115.83019834757,-1.5429354551208741E-4,-9.6115108E-13,0.0,84.26391872391105,-0.1915840059518814,60.59889630973339,NLOS,
23,463720.0048542603,47.0,2,-1481437.8864507526,30,29,29,0.05700000000069849,17880.680026188493,-8.684567152660516E-5,6.3715938E-13,0.0,318.46127096936107,-0.23980410024523735,110.98626644909382,NLOS,
31,463720.0048542603,37.0,2,-1358136.2409860939,38,37,38,0.11299999999755528,18494.584541216493,3.239147415148553E-4,-1.0063565E-12,0.0,294.3304176554084,-0.24572232738137245,-47.78532341495156,NLOS,
32,463721.00491498853,54.0,2,-1542524.8926456757,47,46,47,0.16200000000026193,18392.135405827314,-2.3029548127831507E-4,1.083511E-11,0.0,192.41708831489086,0.45892106741666794,-6.979143988341093,NLOS,
3,463721.00491498853,54.0,2,-1415467.6498075612,38,37,38,0.15799999999944703,17944.801738776267,1.9362985101147492E-4,2.1891655E-11,0.0,255.0626652650535,0.5339798219501972,25.395393520593643,LOS,
