 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
73,463318.9851,22,0,-1220582.458,32,27,33,0.034,18554.23789,1.17E-04,1.82E-12,0,352.9389346,-2.54095535,19.65316134,NLOS
74,463318.9851,43,0,-1244735.375,42,41,42,-0.232,18603.82663,3.67E-05,1.82E-12,0,402.5276717,2.220983416,43.52606539,NLOS
11,463318.9851,53,0,-1422369.895,48,47,48,-0.001,18641.63916,-5.56E-04,-2.34E-12,0,440.3131211,0.414812047,-17.60573468,LOS
31,463318.9851,38,0,-1158632.65,32,31,33,-0.047,18448.47096,3.24E-04,-1.16E-12,0,247.1287422,0.611506253,40.07935427,NLOS
32,463319.9852,55,0,-1342983.507,26,25,26,-0.017,18379.06242,-2.30E-04,1.06E-11,0,175.0213828,-15.00443688,40.47083757,NLOS
1,463319.9852,79,0,-1276716.573,47,46,47,0.1,18239.81223,-9.34E-06,1.11E-12,0,38.79296666,0.14375934,14.30529885,LOS
3,463319.9852,52,0,-1215884.311,41,40,41,0.105,17933.83131,1.94E-04,2.19E-11,0,267.109805,0.104896601,29.55001186,LOS
4,463319.9852,56,0,-1275895.898,49,48,49,0.019,18646.62555,-6.77E-06,7.10E-13,0,445.6563392,0.131559417,-35.37706285,LOS
70,463319.9852,12,0,-1235569.551,31,30,31,0.131,17406.24333,1.28E-04,4.55E-12,0,794.7550183,0.892565925,90.97489793,LOS
8,463319.9852,48,0,-1269236.88,30,29,30,0.039,17985.27022,1.72E-05,4.80E-12,0,215.8040564,0.18584507,481.498697,NLOS
9,463319.9852,14,0,-1297546.49,34,33,34,-0.066,17658.18483,-7.84E-05,-1.17E-11,0,543.0363714,-0.010995585,138.1955544,NLOS
73,463319.9852,22,0,-1238775.704,28,27,33,0.15,18552.5129,1.17E-04,1.82E-12,0,351.5137304,-1.425204206,11.90077393,NLOS
74,463319.9852,43,0,-1262935.69,42,41,42,0.191,18602.7167,3.67E-05,1.82E-12,0,401.7175314,-0.810140278,42.84250335,NLOS
11,463319.9852,53,0,-1440570.349,48,47,48,0.037,18641.46003,-5.56E-04,-2.34E-12,0,440.4276547,0.114533544,-18.15129306,LOS
31,463319.9852,38,0,-1176832.526,32,31,33,0.006,18448.31099,3.24E-04,-1.16E-12,0,246.6934415,-0.435300734,38.95510938,NLOS
32,463320.9852,55,0,-1361185.989,26,25,26,-0.276,18379.10282,-2.30E-04,1.06E-11,0,178.1870642,3.165681321,41.65642076,NLOS
1,463320.9852,79,0,-1294918.815,47,46,47,0.15,18240.07946,-9.34E-06,1.11E-12,0,38.75612893,-0.036837731,15.24834169,LOS
3,463320.9852,52,0,-1234086.361,41,41,41,0.078,17934.00642,1.94E-04,2.19E-11,0,267.1848745,-0.075069495,30.30710206,LOS
4,463320.9852,56,0,-1294097.975,49,48,49,0.15,18646.86659,-6.77E-06,7.10E-13,0,445.6039102,-0.052428965,-34.5993229,LOS
70,463320.9852,12,0,-1253771.432,31,30,31,0.47,17406.30999,1.28E-04,4.55E-12,0,794.9881504,-0.233132124,91.55766474,LOS
8,463320.9852,48,0,-1287438.761,30,29,30,-0.067,17985.50895,1.72E-05,4.80E-12,0,215.8130826,-0.009026203,482.0818749,NLOS
9,463320.9852,14,0,-1315747.021,34,33,34,-0.055,17658.37508,-7.84E-05,-1.17E-11,0,543.1981307,-0.161759291,137.4236303,NLOS
73,463320.9852,22,0,-1256969.073,27,26,32,-0.59,18551.73777,1.17E-04,1.82E-12,0,350.4388087,-1.074921656,3.970269207,NLOS
74,463320.9852,43,0,-1281137.893,42,41,42,0.412,18603.76224,3.67E-05,1.82E-12,0,402.4632803,0.745748863,43.74624405,NLOS
11,463320.9852,53,0,-1458772.211,48,47,48,0.168,18641.69976,-5.56E-04,-2.34E-12,0,440.3629457,-0.064709,-17.58983825,LOS
17,463320.9852,14,0,-1338721.851,35,34,34,0.695,18073.23731,-1.54E-04,1.42E-12,0,121.7824578,6.813213501,309.461108,NLOS
31,463320.9852,38,0,-1195033.537,32,31,32,0.342,18448.58938,3.24E-04,-1.16E-12,0,246.3704527,-0.322988793,38.66561973,NLOS
32,463321.9853,55,0,-1379379.797,26,25,26,0.745,18379.62847,-2.30E-04,1.06E-11,0,171.4012338,-6.785830334,34.46806077,NLOS
1,463321.9853,79,0,-1313119.507,47,46,47,0.264,18240.28107,-9.34E-06,1.11E-12,0,39.2532658,0.497136872,14.94065091,LOS
3,463321.9853,52,0,-1252287.208,42,41,41,0.164,17934.1168,1.94E-04,2.19E-11,0,266.7462697,0.438604731,30.16100738,LOS
4,463321.9853,56,0,-1312298.726,49,48,49,0.192,18647.03462,-6.77E-06,7.10E-13,0,446.0760013,0.472091127,-34.8479228,LOS
70,463321.9853,12,0,-1271974.029,31,30,31,0.09,17407.36099,1.28E-04,4.55E-12,0,793.6373558,1.350794598,93.15593357,LOS
8,463321.9853,48,0,-1305639.291,30,29,30,0.574,17985.70538,1.72E-05,4.80E-12,0,215.3519839,0.461098667,481.6131143,NLOS
9,463321.9853,14,0,-1333947.596,34,33,34,0.452,17658.50889,-7.84E-05,-1.17E-11,0,542.6606495,0.537481233,136.9955997,NLOS
73,463321.9853,22,0,-1275165.789,27,26,28,0.84,18555.9956,1.17E-04,1.82E-12,0,354.9964382,4.5576295,-0.312981337,NLOS
74,463321.9853,43,0,-1299338.951,42,41,42,-0.054,18603.7251,3.67E-05,1.82E-12,0,402.7259392,0.26265898,43.80508611,NLOS
11,463321.9853,53,0,-1476972.887,48,47,48,0.189,18641.86493,-5.56E-04,-2.34E-12,0,440.8251239,0.462178182,-17.91402137,LOS
17,463321.9853,14,0,-1356939.923,36,35,35,0.323,18075.86607,-1.54E-04,1.42E-12,0,108.3883814,13.39407647,326.5340719,NLOS
31,463321.9853,38,0,-1213218.599,31,26,32,0.824,18448.83617,3.24E-04,-1.16E-12,0,232.1185194,-14.25193329,22.72778912,NLOS
32,463322.9853,55,0,-1397584.643,26,25,26,-0.676,18379.41276,-2.30E-04,1.06E-11,0,180.7803924,9.37915856,38.01709232,NLOS
1,463322.9853,79,0,-1331321.014,47,46,47,0.133,18240.39322,-9.34E-06,1.11E-12,0,39.06821623,-0.185049571,15.14806503,LOS
3,463322.9853,52,0,-1270488.863,42,41,42,-0.119,17934.1337,1.94E-04,2.19E-11,0,267.0131752,-0.266905483,30.52385607,LOS
4,463322.9853,56,0,-1330500.155,49,48,49,-0.002,18647.1212,-6.77E-06,7.10E-13,0,445.8516398,-0.224361535,-34.71797384,LOS
70,463322.9853,12,0,-1290176.267,31,30,31,-0.4,17407.04506,1.28E-04,4.55E-12,0,794.2530791,-0.615723249,94.09574841,LOS
8,463322.9853,48,0,-1323840.964,30,29,30,-0.302,17985.79187,1.72E-05,4.80E-12,0,215.5712296,-0.21924565,481.9880449,NLOS
9,463322.9853,14,0,-1352147.506,34,33,34,-0.305,17658.52715,-7.84E-05,-1.17E-11,0,542.8823528,-0.221703313,135.601827,NLOS
73,463322.9853,22,0,-1293372.486,27,26,27,-0.441,18564.68834,1.17E-04,1.82E-12,0,363.3893865,8.392948322,5.085336946,NLOS
74,463322.9853,43,0,-1317540.426,42,41,42,0.187,18604.28808,3.67E-05,1.82E-12,0,402.9891193,0.263180111,43.9812694,NLOS
11,463322.9853,53,0,-1495173.888,48,48,48,0.018,18641.94962,-5.56E-04,-2.34E-12,0,440.6051913,-0.219932511,-18.21332051,LOS
17,463322.9853,14,0,-1375144.148,36,35,36,-0.006,18076.53984,-1.54E-04,1.42E-12,0,122.2855698,-13.89718847,329.4598791,NLOS
31,463322.9853,38,0,-1231402.543,26,25,32,-0.854,18449.18136,3.24E-04,-1.16E-12,0,229.4241554,-2.694363981,5.372347854,NLOS
32,463323.9854,55,0,-1415789.17,27,26,26,0.843,18379.29166,-2.30E-04,1.07E-11,0,181.0399291,0.25953668,41.24821227,NLOS
1,463323.9854,79,0,-1349523.021,47,46,47,0.185,18240.55552,-9.34E-06,1.11E-12,0,39.23200996,0.163793728,15.85626123,LOS
3,463323.9854,52,0,-1288691.134,42,41,42,0.287,17934.21805,1.94E-04,2.19E-11,0,266.936447,0.076728221,31.50164177,LOS
4,463323.9854,56,0,-1348701.657,49,48,49,0.299,18647.26341,-6.77E-06,7.10E-13,0,445.9929217,0.141281899,-34.51509194,LOS
70,463323.9854,12,0,-1308376.963,31,31,31,0.117,17405.73666,1.28E-04,4.55E-12,0,795.5614754,-1.308396302,93.49333175,LOS
8,463323.9854,48,0,-1342042.037,29,28,30,0.588,17985.96355,1.72E-05,4.80E-12,0,215.3668433,0.204386316,481.763206,NLOS
9,463323.9854,14,0,-1370348.782,34,33,34,0.394,17658.62578,-7.84E-05,-1.17E-11,0,542.7736829,0.10866984,135.5747307,NLOS
73,463323.9854,22,0,-1311576.755,27,26,27,-0.086,18563.36744,1.17E-04,1.82E-12,0,362.0684832,-1.32090335,8.055646472,NLOS
74,463323.9854,43,0,-1335740.759,42,41,42,0.232,18602.16993,3.67E-05,1.82E-12,0,400.870974,-2.118145339,43.01545128,NLOS
11,463323.9854,53,0,-1513375.496,48,48,48,0.205,18642.08723,-5.56E-04,-2.34E-12,0,440.7476269,0.142435513,-17.90530502,LOS
17,463323.9854,14,0,-1393348.788,35,35,36,0.265,18074.60094,-1.54E-04,1.42E-12,0,122.892499,-0.606929149,332.801059,NLOS
32,463324.9855,55,0,-1433998.033,27,26,27,-0.304,18379.48963,-2.30E-04,1.07E-11,0,185.614318,4.574388925,48.81485166,NLOS
1,463324.9855,79,0,-1367724.136,47,46,47,0.055,18240.70214,-9.34E-06,1.11E-12,0,39.3704552,0.138445243,15.67174917,LOS
3,463324.9855,52,0,-1306891.979,42,41,42,-0.07,17934.26751,1.94E-04,2.19E-11,0,266.9115178,0.024929218,31.05374957,LOS
4,463324.9855,56,0,-1366903.157,49,48,49,-0.018,18647.37694,-6.77E-06,7.10E-13,0,446.0949357,0.10201396,-34.31484173,LOS
70,463324.9855,12,0,-1326580.071,32,31,31,0.26,17407.22968,1.28E-04,4.55E-12,0,794.0684601,1.493015308,95.30338538,LOS
8,463324.9855,48,0,-1360249.786,29,28,30,-0.612,17985.90697,1.72E-05,4.80E-12,0,209.0653206,6.301522627,488.2147767,NLOS
9,463324.9855,14,0,-1388548.937,35,34,34,0.051,17658.68999,-7.84E-05,-1.17E-11,0,542.8220788,-0.048395839,134.4267825,NLOS
73,463324.9855,22,0,-1329785.549,27,26,27,-0.18,18567.38526,1.17E-04,1.82E-12,0,366.0863025,4.017819349,15.5500825,NLOS
74,463324.9855,43,0,-1353940.065,42,41,42,0.2,18602.49915,3.67E-05,1.82E-12,0,401.2001939,0.329219867,41.02183196,NLOS
11,463324.9855,53,0,-1531576.62,49,48,48,0.054,18642.20225,-5.56E-04,-2.34E-12,0,440.8628404,0.115213562,-18.08216077,LOS
32,463325.9855,55,0,-1452188.634,27,26,27,0.01,18379.61965,-2.30E-04,1.07E-11,0,167.286982,-18.32733602,38.11956138,NLOS
1,463325.9855,79,0,-1385925.381,47,46,47,0.344,18240.84477,-9.34E-06,1.11E-12,0,39.51772936,0.147274155,15.61767587,LOS
3,463325.9855,52,0,-1325093.735,42,41,42,0.334,17934.32604,1.94E-04,2.19E-11,0,266.8849515,0.026566312,31.51692315,LOS
4,463325.9855,56,0,-1385103.985,49,48,49,0.363,18647.49471,-6.77E-06,7.10E-13,0,446.2145594,0.119623683,-34.78576672,LOS
70,463325.9855,12,0,-1344780.768,32,31,32,0.072,17406.11697,1.28E-04,4.55E-12,0,795.1811679,-1.112707831,94.70283372,LOS
8,463325.9855,48,0,-1378466.45,29,28,29,1.049,17986.09975,1.72E-05,4.80E-12,0,199.3261006,9.739220031,503.5806636,NLOS
9,463325.9855,14,0,-1406749.21,35,34,35,0.209,17658.75346,-7.84E-05,-1.17E-11,0,542.8381448,-0.016065996,133.3974922,NLOS
73,463325.9855,22,0,-1347988.52,28,27,27,0.215,18561.69121,1.17E-04,1.82E-12,0,360.392252,-5.694050562,17.22236007,NLOS
74,463325.9855,43,0,-1372139.421,42,41,42,0.314,18602.44674,3.67E-05,1.82E-12,0,401.147783,-0.052410878,39.07948985,NLOS
11,463325.9855,53,0,-1549777.354,49,48,49,0.375,18642.31658,-5.56E-04,-2.34E-12,0,440.9762414,0.113400966,-18.64842971,LOS
32,463326.9856,55,0,-1470382.284,27,27,27,0.566,18379.85195,-2.30E-04,1.07E-11,0,170.4686597,3.181677725,30.47329798,NLOS
1,463326.9856,79,0,-1404126.67,47,46,47,0.086,18241.09667,-9.34E-06,1.11E-12,0,39.78021611,0.262486752,15.60814392,LOS
3,463326.9856,52,0,-1343294.669,42,41,42,-0.213,17934.47445,1.94E-04,2.19E-11,0,266.7683137,0.1166378,31.15754338,LOS
4,463326.9856,56,0,-1403305.639,49,48,49,0.03,18647.70916,-6.77E-06,7.10E-13,0,446.4271522,0.2125929,-34.43098143,LOS
70,463326.9856,12,0,-1362982.068,32,31,32,-0.096,17405.41184,1.28E-04,4.55E-12,0,795.8862997,-0.705131773,94.70422999,LOS
8,463326.9856,48,0,-1396687.985,28,21,29,0.619,17986.89436,1.72E-05,4.80E-12,0,195.0737062,4.252394408,523.816771,NLOS
9,463326.9856,14,0,-1424949.511,35,34,35,-0.08,17658.91487,-7.84E-05,-1.17E-11,0,542.5972087,0.240936056,132.3947976,NLOS
73,463326.9856,22,0,-1366192.246,28,27,28,0.185,18562.33112,1.17E-04,1.82E-12,0,361.0321648,0.639912814,19.64923646,NLOS
74,463326.9856,43,0,-1390338.03,42,41,42,-0.084,18602.06967,3.67E-05,1.82E-12,0,400.7707084,-0.377074592,36.3891982,NLOS
11,463326.9856,53,0,-1567978.632,49,48,49,-0.046,18642.52899,-5.56E-04,-2.34E-12,0,441.193483,0.217241652,-18.67047076,LOS
32,463327.9856,55,0,-1488578.374,27,27,27,-0.338,18379.53197,-2.30E-04,1.07E-11,0,172.1962487,1.727589041,25.2663765,NLOS
1,463327.9856,79,0,-1422328.236,47,46,47,0.046,18241.02884,-9.34E-06,1.11E-12,0,39.71517662,-0.065039486,15.87494688,LOS
3,463327.9856,52,0,-1361496.278,42,41,42,0.059,17934.33516,1.94E-04,2.19E-11,0,266.9228395,-0.15452585,31.47417518,LOS
4,463327.9856,56,0,-1421507.098,49,48,49,-0.02,18647.62025,-6.77E-06,7.10E-13,0,446.3261588,-0.100993462,-34.27153537,LOS
70,463327.9856,12,0,-1381181.433,32,31,32,0.276,17404.14849,1.28E-04,4.55E-12,0,797.1496538,-1.263354141,92.77112594,LOS
8,463327.9856,48,0,-1414885.331,22,21,29,-2.117,17986.10386,1.72E-05,4.80E-12,0,219.3804136,-24.30670741,519.8655593,NLOS
9,463327.9856,14,0,-1443149.541,35,34,35,0.018,17658.7884,-7.84E-05,-1.17E-11,0,542.5625675,0.034641255,131.1224641,NLOS
73,463327.9856,22,0,-1384401.164,29,28,28,-0.711,18566.94386,1.17E-04,1.82E-12,0,365.6449039,4.612739094,27.26887256,NLOS
74,463327.9856,43,0,-1408537.936,42,41,42,0.01,18603.38801,3.67E-05,1.82E-12,0,402.089056,1.318347629,34.99640455,NLOS
11,463327.9856,53,0,-1586179.69,49,48,49,0.011,18642.44089,-5.56E-04,-2.34E-12,0,441.1029581,-0.09052496,-18.91237418,LOS
32,463328.9857,55,0,-1506775.003,27,27,27,0.315,18379.75737,-2.30E-04,1.07E-11,0,174.16188,1.965631302,20.59941548,NLOS
1,463328.9857,79,0,-1440529.14,47,46,47,0.161,18241.30248,-9.34E-06,1.11E-12,0,39.98733154,0.27215492,15.47914624,LOS
3,463328.9857,52,0,-1379697.256,42,41,42,0.046,17934.50928,1.94E-04,2.19E-11,0,266.7236343,0.199205212,31.15850292,LOS
4,463328.9857,56,0,-1439708.01,49,48,49,0.172,18647.86257,-6.77E-06,7.10E-13,0,446.5595661,0.2334073,-34.65866774,LOS
70,463328.9857,12,0,-1399378.693,32,31,32,-0.27,17401.99038,1.28E-04,4.55E-12,0,799.3077637,-2.158109818,88.73332769,LOS
8,463328.9857,48,0,-1433061.908,21,20,28,0.129,17984.87129,1.72E-05,4.80E-12,0,238.8800778,-19.49966416,495.1441786,NLOS
9,463328.9857,14,0,-1461350.357,35,34,35,0.146,17658.97144,-7.84E-05,-1.17E-11,0,542.4417724,0.120795049,130.6347811,NLOS
73,463328.9857,22,0,-1402607.327,29,28,29,0.768,18565.49012,1.17E-04,1.82E-12,0,364.1911628,-1.453741118,32.13280337,NLOS
74,463328.9857,43,0,-1426739.197,42,41,42,0.34,18604.86457,3.67E-05,1.82E-12,0,403.5656125,1.476556487,34.95819662,NLOS
11,463328.9857,53,0,-1604380.576,49,48,49,0.17,18642.69141,-5.56E-04,-2.34E-12,0,441.3506915,0.247733407,-19.3266811,LOS
32,463329.9858,55,0,-1524973.107,28,27,27,-0.19,18379.63459,-2.30E-04,1.07E-11,0,175.322819,1.160938971,17.70653574,NLOS
1,463329.9858,79,0,-1458730.275,47,46,47,-0.073,18241.28398,-9.34E-06,1.11E-12,0,40.27735567,0.290024128,15.61466791,LOS
3,463329.9858,52,0,-1397898.076,42,41,42,-0.103,17934.40673,1.94E-04,2.19E-11,0,266.4998172,0.223817121,30.98558529,LOS
4,463329.9858,56,0,-1457909.478,48,47,49,-0.074,18647.81814,-6.77E-06,7.10E-13,0,446.8073071,0.247740988,-34.19005897,LOS
70,463329.9858,12,0,-1417575.855,33,32,32,-0.078,17401.26085,1.28E-04,4.55E-12,0,799.7374991,-0.429735459,84.89708895,LOS
9,463329.9858,14,0,-1479550.424,35,34,35,-0.178,17658.87425,-7.84E-05,-1.17E-11,0,542.4108717,0.030900728,129.6988997,NLOS
73,463329.9858,22,0,-1420814.254,29,28,29,-0.467,18565.5518,1.17E-04,1.82E-12,0,364.5526318,0.361468989,38.06007558,NLOS
74,463329.9858,43,0,-1444939.643,42,41,42,-0.032,18604.30802,3.67E-05,1.82E-12,0,403.3088541,-0.25675841,34.40552881,NLOS
11,463329.9858,53,0,-1622581.694,49,48,49,-0.097,18642.63705,-5.56E-04,-2.34E-12,0,441.5963185,0.245626982,-19.20939127,LOS
17,463329.9858,14,0,-1502437.774,34,33,34,-0.478,18075.41915,-1.54E-04,1.42E-12,0,121.9647721,1.014367856,214.2922644,NLOS
31,463329.9858,38,0,-1359014.686,28,28,29,0.133,18450.26648,3.24E-04,-1.16E-12,0,252.1206495,11.53118657,208.7162426,NLOS
32,463330.9858,55,0,-1543171.768,28,27,28,0.094,18379.76899,-2.30E-04,1.07E-11,0,176.5609993,1.238180257,15.37133392,NLOS
1,463330.9858,79,0,-1476931.149,47,46,47,0.309,18241.49495,-9.34E-06,1.11E-12,0,40.49278378,0.215428106,15.48952284,LOS
3,463330.9858,52,0,-1416099.041,42,41,42,0.135,17934.52023,1.94E-04,2.19E-11,0,266.3811132,0.118703961,30.95742333,LOS
4,463330.9858,56,0,-1476110.326,48,47,49,0.25,18647.99552,-6.77E-06,7.10E-13,0,446.9722331,0.164925978,-34.34196262,LOS
70,463330.9858,12,0,-1435773.233,33,32,33,-0.06,17402.09896,1.28E-04,4.55E-12,0,798.8993882,0.83811089,81.27636039,LOS
9,463330.9858,14,0,-1497750.91,35,34,35,0.121,17659.0148,-7.84E-05,-1.17E-11,0,542.3914833,0.019388393,129.1817299,NLOS
73,463330.9858,22,0,-1439019.944,29,29,29,0.51,18565.03093,1.17E-04,1.82E-12,0,364.0317681,-0.520863649,42.75112839,NLOS
74,463330.9858,43,0,-1463140.396,42,41,42,0.313,18604.62333,3.67E-05,1.82E-12,0,403.624165,0.315310858,34.15904539,NLOS
11,463330.9858,53,0,-1640782.541,49,48,49,0.246,18642.81542,-5.56E-04,-2.34E-12,0,441.7873222,0.191003691,-19.36262912,LOS
17,463330.9858,14,0,-1520665.711,33,32,34,0.9,18077.53764,-1.54E-04,1.42E-12,0,97.58326477,24.38150734,241.2302544,NLOS
32,463331.9859,55,0,-1561370.638,28,27,28,-0.059,18379.7115,-2.30E-04,1.07E-11,0,176.1563988,-0.404600486,13.2448597,NLOS
1,463331.9859,79,0,-1495132.274,47,46,47,0.002,18241.51657,-9.34E-06,1.11E-12,0,40.50177198,0.008988205,15.61479016,LOS
3,463331.9859,52,0,-1434299.854,42,41,42,-0.127,17934.44366,1.94E-04,2.19E-11,0,266.4522947,-0.071181443,30.7772664,LOS
4,463331.9859,56,0,-1494311.754,48,47,48,-0.131,18647.9817,-6.77E-06,7.10E-13,0,446.9444831,-0.027749978,-33.91359063,LOS
70,463331.9859,12,0,-1453970.503,33,32,33,-0.01,17401.35961,1.28E-04,4.55E-12,0,799.6387393,-0.739351027,77.54774088,LOS
9,463331.9859,14,0,-1515950.71,35,34,35,-0.093,17658.95074,-7.84E-05,-1.17E-11,0,542.5982492,-0.206765886,127.9787151,NLOS
73,463331.9859,22,0,-1457225.232,30,29,29,-0.147,18563.92722,1.17E-04,1.82E-12,0,362.9280579,-1.103710212,47.04045746,NLOS
74,463331.9859,43,0,-1481340.317,42,41,42,-0.051,18604.0494,3.67E-05,1.82E-12,0,403.050235,-0.573929954,33.08094951,NLOS
11,463331.9859,53,0,-1658983.662,49,48,49,-0.104,18642.80522,-5.56E-04,-2.34E-12,0,441.7754491,-0.011873078,-19.24171378,LOS
17,463331.9859,14,0,-1538908.035,33,32,34,-0.482,18076.37603,-1.54E-04,1.42E-12,0,82.38060849,15.20265628,282.5542939,NLOS
32,463332.9859,55,0,-1579569.634,28,27,28,0.172,18379.58498,-2.30E-04,1.07E-11,0,176.6152794,0.458880652,11.54374521,NLOS
1,463332.9859,79,0,-1513333.237,47,46,47,-0.006,18241.47532,-9.34E-06,1.11E-12,0,40.75807709,0.25630511,15.87906162,LOS
4,463332.9859,56,0,-1512513.029,48,47,48,0.043,18647.92229,-6.77E-06,7.10E-13,0,447.1807787,0.236295663,-33.33756049,LOS
70,463332.9859,12,0,-1472171.895,33,32,33,-0.453,17405.47746,1.28E-04,4.55E-12,0,795.2210928,4.417646401,78.24112799,LOS
9,463332.9859,14,0,-1534150.581,35,34,35,0.031,17658.84559,-7.84E-05,-1.17E-11,0,542.1878669,0.41038226,127.1461473,NLOS
73,463332.9859,22,0,-1475428.48,30,29,30,-0.384,18561.89316,1.17E-04,1.82E-12,0,361.1937904,-1.73426754,49.58889637,NLOS
74,463332.9859,43,0,-1499539.78,42,41,42,0.057,18603.72431,3.67E-05,1.82E-12,0,403.0249354,-0.025299586,31.84422053,NLOS
11,463332.9859,53,0,-1677184.634,49,48,49,0.027,18642.73218,-5.56E-04,-2.34E-12,0,442.0137191,0.238269985,-18.97019902,LOS
17,463332.9859,14,0,-1557115.777,33,32,33,0.638,18075.57917,-1.54E-04,1.42E-12,0,116.5576218,-34.17701335,289.5968551,NLOS
32,463333.986,55,0,-1597768.8,27,27,28,0.186,18379.64926,-2.30E-04,1.07E-11,0,177.4672598,0.851980396,10.01381892,NLOS
1,463333.986,79,0,-1531533.868,47,46,47,0.32,18241.62869,-9.34E-06,1.11E-12,0,40.90122628,0.143149186,15.81018618,LOS
3,463333.986,52,0,-1470701.221,42,41,42,0.187,17934.3853,1.94E-04,2.19E-11,0,266.248025,0.038465016,30.7579877,LOS
4,463333.986,56,0,-1530713.633,48,47,48,0.279,18648.04372,-6.77E-06,7.10E-13,0,447.2944044,0.113625698,-33.4333306,LOS
70,463333.986,12,0,-1490372.1,33,33,33,0.527,17404.91358,1.28E-04,4.55E-12,0,795.7849743,-0.563881461,77.74769798,LOS
9,463333.986,14,0,-1552351.051,34,33,35,0.182,17658.91462,-7.84E-05,-1.17E-11,0,541.9885762,0.199290764,126.9121825,NLOS
73,463333.986,22,0,-1493629.499,31,30,30,0.197,18560.37988,1.17E-04,1.82E-12,0,359.680512,-1.513278358,49.90847045,NLOS
74,463333.986,43,0,-1517741.871,41,41,42,0.287,18606.36155,3.67E-05,1.82E-12,0,405.6621759,2.637240525,33.23568141,NLOS
11,463333.986,53,0,-1695385.287,49,48,49,0.227,18642.86308,-5.56E-04,-2.34E-12,0,442.1557696,0.142050546,-19.01816323,LOS
17,463333.986,14,0,-1575316.229,33,32,33,-0.422,18076.43425,-1.54E-04,1.42E-12,0,124.4555248,-7.897902921,289.3492579,NLOS
32,463334.986,55,0,-1615960.198,27,26,28,-0.151,18379.8514,-2.30E-04,1.07E-11,0,168.4844556,-8.98280425,0.114722479,NLOS
1,463334.986,79,0,-1549735.014,46,46,47,0.069,18241.90424,-9.34E-06,1.11E-12,0,40.57477781,-0.32644847,15.65648168,LOS
3,463334.986,52,0,-1488901.988,42,41,42,-0.006,17934.57171,1.94E-04,2.19E-11,0,266.7163889,-0.468363944,30.23156936,LOS
4,463334.986,56,0,-1548915.102,48,47,48,0.049,18648.2951,-6.77E-06,7.10E-13,0,446.9517735,-0.342630967,-33.26359941,LOS
70,463334.986,12,0,-1508575.328,33,32,33,0.125,17407.3046,1.28E-04,4.55E-12,0,793.993542,1.791432295,79.67728629,LOS
9,463334.986,14,0,-1570551.272,34,33,35,-0.053,17659.10744,-7.84E-05,-1.17E-11,0,542.3576186,-0.369042389,125.8300436,NLOS
73,463334.986,22,0,-1511830.08,31,30,31,0.195,18559.23919,1.17E-04,1.82E-12,0,357.9402353,-1.740276679,49.18998037,NLOS
74,463334.986,43,0,-1535943.634,41,40,42,0.146,18606.29156,3.67E-05,1.82E-12,0,404.9926008,-0.669575151,33.699975,NLOS
11,463334.986,53,0,-1713586.477,50,49,49,0.148,18643.11036,-5.56E-04,-2.34E-12,0,441.8077414,-0.348028183,-19.12797695,LOS
17,463334.986,14,0,-1593506.387,32,32,33,0.34,18076.66164,-1.54E-04,1.42E-12,0,134.5321083,-10.07658351,278.2084229,NLOS
32,463335.9861,55,0,-1634160.272,27,26,27,0.473,18379.96334,-2.30E-04,1.07E-11,0,178.8518703,10.36741471,-3.205585707,NLOS
1,463335.9861,79,0,-1567938.375,46,46,47,0.045,18242.08158,-9.34E-06,1.11E-12,0,38.64000788,-1.934769932,15.62007118,LOS
3,463335.9861,52,0,-1507104.361,41,40,42,-0.13,17934.66422,1.94E-04,2.19E-11,0,268.7939729,-2.077583935,29.21292633,LOS
4,463335.9861,56,0,-1567117.474,48,47,48,-0.019,18648.43837,-6.77E-06,7.10E-13,0,445.0119175,-1.939856015,-34.28942276,LOS
70,463335.9861,12,0,-1526778.785,33,32,33,-0.195,17406.9872,1.28E-04,4.55E-12,0,796.4094868,-2.415944777,79.73802852,LOS
9,463335.9861,14,0,-1588759.432,34,28,34,-0.211,17659.20235,-7.84E-05,-1.17E-11,0,544.3529001,-1.995281544,130.5890363,NLOS
73,463335.9861,22,0,-1530022.264,31,30,31,-0.301,18557.92245,1.17E-04,1.82E-12,0,354.5249493,-3.415285982,37.97676784,NLOS
74,463335.9861,43,0,-1554149.105,41,40,41,0.063,18603.8179,3.67E-05,1.82E-12,0,400.4203946,-4.572206225,35.77356499,NLOS
11,463335.9861,53,0,-1731791.5,50,49,50,0.014,18643.24828,-5.56E-04,-2.34E-12,0,439.8547295,-1.953011937,-17.50368987,LOS
17,463335.9861,14,0,-1611707.698,33,32,33,-0.078,18076.9044,-1.54E-04,1.42E-12,0,130.2988723,4.233236015,276.1218716,NLOS
32,463336.9862,55,0,-1652354.222,27,26,27,-0.072,18379.89848,-2.30E-04,1.07E-11,0,172.0518118,-6.800058488,-10.25258215,NLOS
1,463336.9862,79,0,-1586139.147,46,45,46,0.283,18242.13175,-9.34E-06,1.11E-12,0,41.09464572,2.45463784,15.39261506,LOS
