 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
23,466589.0039,59,2,-1184249.89,47,46,46,0.082,18060.80187,-8.63E-05,-5.90E-13,0,150.8344577,1.029996805,775.7591819,LOS
9,466589.0039,30,0,-1181272.732,29,28,34,0.545,17819.49424,-7.85E-05,-1.18E-11,0,379.2954409,-9.766683243,160.0895108,NLOS
73,466589.0039,10,0,-1122656.411,23,22,23,1.195,18602.38367,1.18E-04,9.09E-13,0,391.4910767,-3.470264155,322.3228046,NLOS
74,466589.0039,20,0,-1146473.453,29,28,29,0.545,18907.38339,3.71E-05,1.82E-12,0,696.4910785,1.587442279,10.17705747,NLOS
11,466589.0039,30,2,-1324228.592,33,32,33,-0.148,18842.07645,-5.56E-04,1.57E-14,0,631.345446,1.073522586,-53.29330521,NLOS
32,466590.0039,44,2,-1244787.479,32,31,32,-0.125,18515.28806,-2.30E-04,1.20E-11,0,303.1014494,3.1185259,-48.7271045,NLOS
1,466590.0039,56,2,-1178588.77,47,46,47,0.107,18619.36337,-9.34E-06,1.54E-12,0,407.9026068,-0.414654266,-16.49175359,LOS
3,466590.0039,66,2,-1117748.029,46,46,47,0.162,18077.42165,1.94E-04,2.18E-11,0,134.041042,-0.377486695,10.36336602,LOS
23,466590.0039,59,2,-1202458.826,47,46,47,0.062,18060.86492,-8.63E-05,-5.90E-13,0,151.3399571,-0.505499456,773.2029108,LOS
9,466590.0039,30,0,-1199494.497,28,27,29,-0.059,17819.43563,-7.85E-05,-1.18E-11,0,381.4283225,-2.132881593,170.3581529,NLOS
73,466590.0039,10,0,-1140859.478,23,22,23,-0.392,18605.92195,1.18E-04,9.09E-13,0,394.4297749,2.938698284,313.8975301,NLOS
74,466590.0039,20,0,-1164689.058,29,28,29,0.205,18901.75878,3.71E-05,1.82E-12,0,690.2668823,-6.224196281,14.29065552,NLOS
11,466590.0039,30,2,-1342442.023,33,32,33,0.027,18842.1033,-5.56E-04,1.57E-14,0,631.3641852,0.018739216,-51.35531947,NLOS
32,466591.004,44,2,-1263003.059,38,33,32,0.434,18515.72916,-2.30E-04,1.20E-11,0,304.2043251,1.102875736,-45.23551587,NLOS
1,466591.004,56,2,-1196801.359,47,46,47,0.196,18619.56658,-9.34E-06,1.54E-12,0,407.5056722,-0.396934666,-15.99457714,LOS
3,466591.004,66,2,-1135960.762,46,45,46,0.084,18077.51203,1.94E-04,2.18E-11,0,134.5485792,-0.507537164,11.01078403,LOS
23,466591.004,59,2,-1220669.267,47,46,47,0.129,18061.00319,-8.63E-05,-5.90E-13,0,151.7771198,-0.437162742,771.5514482,LOS
9,466591.004,30,0,-1217716.351,27,19,29,0.186,17819.62936,-7.85E-05,-1.18E-11,0,382.9520907,-1.523768198,180.1166244,NLOS
73,466591.004,10,0,-1159074.472,23,22,23,-0.344,18618.20134,1.18E-04,9.09E-13,0,406.1095812,11.67980625,316.8003686,NLOS
74,466591.004,20,0,-1182905.577,29,28,29,-1.377,18902.20948,3.71E-05,1.82E-12,0,690.117996,-0.148886211,18.71728125,NLOS
11,466591.004,30,2,-1360654.874,33,32,33,0.049,18842.16007,-5.56E-04,1.57E-14,0,629.8723746,-1.491810694,-50.59648399,NLOS
32,466592.004,44,2,-1281216.355,37,36,38,-0.022,18515.69937,-2.30E-04,1.20E-11,0,303.4744898,-0.729835309,-44.3277824,NLOS
1,466592.004,56,2,-1215012.716,47,46,47,-0.11,18619.45043,-9.34E-06,1.54E-12,0,407.0362128,-0.469459355,-17.02923025,LOS
3,466592.004,66,2,-1154172.601,46,45,46,-0.103,18077.40068,1.94E-04,2.18E-11,0,134.9600953,-0.411516141,10.46407502,LOS
23,466592.004,59,2,-1238879.588,47,46,47,-0.138,18060.85498,-8.63E-05,-5.90E-13,0,152.2191716,-0.442051742,769.4803389,LOS
9,466592.004,30,0,-1235932.454,24,19,28,-0.055,17819.56682,-7.85E-05,-1.18E-11,0,389.7840166,-6.831925977,183.8244604,NLOS
73,466592.004,10,0,-1177290.215,23,22,23,-0.518,18620.71366,1.18E-04,9.09E-13,0,408.3221095,2.212528355,320.1515742,NLOS
74,466592.004,20,0,-1201124.469,27,26,29,0.578,18904.34553,3.71E-05,1.82E-12,0,691.9542533,1.836257298,25.21873559,NLOS
11,466592.004,30,2,-1378867.165,33,32,33,-0.254,18841.89961,-5.56E-04,1.57E-14,0,629.8300022,-0.042372309,-50.69702823,NLOS
32,466593.0041,44,2,-1299430.263,38,37,38,-0.023,18515.67533,-2.30E-04,1.20E-11,0,304.0831736,0.608683795,-42.80756898,NLOS
1,466593.0041,56,2,-1233224.907,47,46,47,0.084,18619.53375,-9.34E-06,1.54E-12,0,407.0918409,0.055628084,-17.22960908,LOS
3,466593.0041,66,2,-1172384.802,46,45,46,-0.018,18077.38428,1.94E-04,2.18E-11,0,134.980579,-0.020483632,10.27979722,LOS
23,466593.0041,59,2,-1257090.701,47,46,47,0.031,18060.8869,-8.63E-05,-5.90E-13,0,152.1853951,0.03377647,768.2019568,LOS
9,466593.0041,30,0,-1254129.287,23,22,27,-0.138,17819.42895,-7.85E-05,-1.18E-11,0,409.9015377,-20.11752106,168.2624139,NLOS
73,466593.0041,10,0,-1195514.134,23,22,23,-0.463,18629.38259,1.18E-04,9.09E-13,0,416.9910362,8.668926667,331.6788004,NLOS
74,466593.0041,20,0,-1219348.524,26,26,29,-0.668,18908.63881,3.71E-05,1.82E-12,0,696.2475295,4.29327618,36.88207907,NLOS
11,466593.0041,30,2,-1397080.43,33,32,33,0.189,18842.08795,-5.56E-04,1.57E-14,0,630.0328377,0.202835426,-49.82392323,NLOS
32,466594.0042,44,2,-1317643.057,38,37,38,0.129,18515.81286,-2.30E-04,1.20E-11,0,303.0100706,-1.073103014,-42.40181947,NLOS
1,466594.0042,56,2,-1251437.211,46,46,47,0.143,18619.68535,-9.34E-06,1.54E-12,0,407.3021647,0.210323807,-17.31680658,LOS
3,466594.0042,66,2,-1190597.087,46,45,46,0.156,18077.54833,1.94E-04,2.18E-11,0,134.841805,0.138773959,10.17987896,LOS
23,466594.0042,59,2,-1275301.998,48,47,47,0.123,18061.01769,-8.63E-05,-5.90E-13,0,151.9492458,0.236149333,767.1069039,LOS
9,466594.0042,30,0,-1272328.877,24,23,24,-0.059,17819.3779,-7.85E-05,-1.18E-11,0,407.0983567,2.803180989,155.456324,NLOS
73,466594.0042,10,0,-1213728.526,23,23,23,0.93,18619.87762,1.18E-04,9.09E-13,0,407.4860719,-9.504964314,333.6791808,NLOS
74,466594.0042,20,0,-1237562.093,26,25,27,1.191,18898.18771,3.71E-05,1.82E-12,0,685.796429,-10.45110055,38.0598074,NLOS
11,466594.0042,30,2,-1415293.915,33,32,33,0.264,18842.36093,-5.56E-04,1.57E-14,0,630.2777596,0.244921882,-48.73053894,NLOS
32,466595.0042,44,2,-1335856.717,38,37,38,0.08,18515.88504,-2.30E-04,1.20E-11,0,302.4109368,-0.599133745,-41.72987271,NLOS
1,466595.0042,56,2,-1269650.072,47,46,47,0.137,18619.81232,-9.34E-06,1.54E-12,0,406.8741466,-0.42801806,-17.44640855,LOS
3,466595.0042,66,2,-1208809.755,46,45,46,0.065,18077.60394,1.94E-04,2.18E-11,0,135.3690543,-0.527249277,9.862850856,LOS
9,466595.0042,30,0,-1290557.846,29,24,24,0.545,17819.91563,-7.85E-05,-1.18E-11,0,377.8567191,29.2416376,171.4304382,NLOS
73,466595.0042,10,0,-1231950.691,23,23,23,0.139,18626.80043,1.18E-04,9.09E-13,0,413.8092934,6.323221516,342.8534452,NLOS
74,466595.0042,20,0,-1255777.902,26,25,26,-0.683,18900.59849,3.71E-05,1.82E-12,0,687.6076316,1.81120266,40.87786979,NLOS
11,466595.0042,30,2,-1433507.457,33,32,33,-0.283,18842.06889,-5.56E-04,1.57E-14,0,629.3636553,-0.914104227,-48.17955155,NLOS
23,466595.0042,59,2,-1293513.338,48,47,48,0.041,18061.05051,-8.63E-05,-5.90E-13,0,152.4154822,-0.466236409,765.4554635,LOS
32,466596.0043,44,2,-1354069.998,38,37,38,0.08,18515.96578,-2.30E-04,1.20E-11,0,302.261379,-0.149557877,-41.73608611,NLOS
1,466596.0043,56,2,-1287862.478,47,46,47,0.134,18619.94805,-9.34E-06,1.54E-12,0,406.7073014,-0.166845273,-18.33150307,LOS
3,466596.0043,66,2,-1227022.904,46,45,46,0.09,18077.69407,1.94E-04,2.18E-11,0,135.5909814,-0.221927065,9.727061383,LOS
23,466596.0043,59,2,-1311725.552,48,47,48,0.104,18061.15405,-8.63E-05,-5.90E-13,0,152.4093694,0.006112777,764.3779628,NLOS
9,466596.0043,30,0,-1308767.939,28,27,29,-0.57,17819.34412,-7.85E-05,-1.18E-11,0,397.5659743,-19.70925523,168.2289685,NLOS
73,466596.0043,10,0,-1250154.05,23,22,23,0.484,18608.75057,1.18E-04,9.09E-13,0,395.4596429,-18.3496505,332.9215256,NLOS
74,466596.0043,20,0,-1274000.776,26,25,26,-0.014,18907.96918,3.71E-05,1.82E-12,0,694.6785211,7.070889488,50.46103556,NLOS
11,466596.0043,30,0,-1451715.916,33,32,33,0.424,18842.49248,-5.56E-04,1.57E-14,0,624.8595539,-4.504101418,-53.0125591,NLOS
32,466597.0043,44,2,-1372283.223,38,37,38,0.189,18516.16239,-2.30E-04,1.20E-11,0,302.2463366,-0.015042368,-41.79894461,NLOS
1,466597.0043,56,2,-1306074.961,47,46,47,0.264,18620.2202,-9.34E-06,1.54E-12,0,406.8822643,0.174962919,-19.13902936,LOS
3,466597.0043,66,2,-1245236.207,46,45,46,0.211,18077.914,1.94E-04,2.18E-11,0,135.3825741,0.208407238,9.745135024,LOS
23,466597.0043,59,2,-1329937.889,48,47,48,0.197,18061.35904,-8.63E-05,-5.90E-13,0,152.2339282,0.175441246,763.4233112,NLOS
9,466597.0043,30,0,-1326990.708,26,26,29,-0.036,17819.31768,-7.85E-05,-1.18E-11,0,384.843505,12.72246938,177.7030154,NLOS
73,466597.0043,10,0,-1268367.137,23,22,23,0.152,18618.50073,1.18E-04,9.09E-13,0,405.2097974,9.750154488,332.7175655,NLOS
74,466597.0043,20,0,-1292214.297,26,25,26,0.418,18898.65154,3.71E-05,1.82E-12,0,685.3608845,-9.317636613,50.69185738,NLOS
11,466597.0043,30,0,-1469922.791,33,32,33,-0.208,18842.29361,-5.56E-04,1.57E-14,0,623.3015795,-1.557974406,-59.42833359,NLOS
32,466598.0044,44,2,-1390494.223,39,38,38,-0.017,18516.13732,-2.30E-04,1.20E-11,0,305.5990176,3.352681048,-41.08892347,NLOS
1,466598.0044,56,2,-1324287.908,47,46,47,0.117,18620.32929,-9.34E-06,1.54E-12,0,410.0113907,3.129126418,-16.48505997,LOS
3,466598.0044,66,2,-1263446.327,46,45,46,0.078,18077.98257,1.94E-04,2.18E-11,0,132.2974938,3.085080296,9.578154076,LOS
23,466598.0044,59,2,-1348148.836,48,47,48,0.15,18061.50147,-8.63E-05,-5.90E-13,0,149.0872533,3.146674916,764.077199,NLOS
9,466598.0044,30,0,-1345207.331,26,25,28,0.69,17819.99896,-7.85E-05,-1.18E-11,0,388.5853095,-3.741804503,184.0291225,NLOS
73,466598.0044,10,0,-1286580.435,23,22,23,0.334,18620.62478,1.18E-04,9.09E-13,0,410.3317777,5.121980272,335.7220492,NLOS
74,466598.0044,20,0,-1310435.399,26,25,26,-0.172,18903.59465,3.71E-05,1.82E-12,0,693.3019182,7.941033691,61.50073235,NLOS
11,466598.0044,30,2,-1488138.317,44,33,33,0.2,18842.48587,-5.56E-04,1.57E-14,0,632.7387286,9.43714913,-54.19567648,NLOS
32,466599.0045,44,2,-1408708.048,39,38,39,-0.229,18515.91696,-2.30E-04,1.20E-11,0,302.6300379,-2.968979776,-40.85085025,NLOS
1,466599.0045,56,2,-1342500.25,47,46,47,-0.135,18620.20238,-9.34E-06,1.54E-12,0,406.6360042,-3.375386551,-17.73297299,LOS
3,466599.0045,66,2,-1281659.658,46,45,46,0.058,18078.05092,1.94E-04,2.18E-11,0,135.5443275,-3.246833667,9.325402651,LOS
9,466599.0045,30,0,-1363428.665,27,26,26,-0.317,17819.69017,-7.85E-05,-1.18E-11,0,386.4833459,2.101963524,191.7688082,NLOS
73,466599.0045,10,0,-1304797.99,23,22,23,0.116,18623.01266,1.18E-04,9.09E-13,0,409.4219353,-0.909842424,339.6864267,NLOS
74,466599.0045,20,0,-1328644.558,26,26,26,0.221,18894.35758,3.71E-05,1.82E-12,0,680.7671281,-12.53479007,57.06904382,NLOS
11,466599.0045,30,0,-1506352.402,42,28,44,-0.371,18842.1221,-5.56E-04,1.57E-14,0,630.2607461,-2.477982491,-53.70135093,NLOS
23,466599.0045,59,2,-1366361.389,47,47,48,0.123,18061.63216,-8.63E-05,-5.90E-13,0,152.21154,-3.1242867,763.039205,NLOS
32,466600.0045,44,2,-1426921.976,40,39,39,-0.551,18515.35738,-2.30E-04,1.20E-11,0,302.5402871,-0.089750726,-40.21107021,NLOS
1,466600.0045,56,2,-1360713.627,47,46,47,-0.187,18620.00702,-9.34E-06,1.54E-12,0,406.6986271,0.062622949,-17.64762945,LOS
3,466600.0045,66,2,-1299872.886,46,45,46,-0.045,18077.99618,1.94E-04,2.18E-11,0,135.274751,0.269576512,9.268208738,LOS
9,466600.0045,30,0,-1381655.063,26,25,27,0.047,17819.73022,-7.85E-05,-1.18E-11,0,381.3864457,5.096900214,204.8718131,NLOS
73,466600.0045,10,0,-1323012.422,23,22,23,-0.5,18619.64533,1.18E-04,9.09E-13,0,406.3544019,-3.067533366,340.8277646,NLOS
74,466600.0045,20,0,-1346862.447,26,25,26,-0.189,18901.94805,3.71E-05,1.82E-12,0,688.657397,7.890268911,61.66757192,NLOS
11,466600.0045,30,0,-1524564.756,36,35,44,-0.479,18841.63625,-5.56E-04,1.57E-14,0,627.2033644,-3.057381757,-54.63840548,NLOS
23,466600.0045,59,2,-1384574.238,47,46,48,0.182,18061.80587,-8.63E-05,-5.90E-13,0,151.7538379,0.457702029,762.5966481,NLOS
32,466601.0046,44,0,-1445129.375,39,20,40,0.334,18515.69263,-2.30E-04,1.20E-11,0,296.3985766,-6.141710557,-45.79919169,NLOS
1,466601.0046,56,2,-1378926.105,47,46,47,0.062,18620.0689,-9.34E-06,1.54E-12,0,407.0734996,0.37487245,-18.16011868,LOS
3,466601.0046,66,2,-1318085.91,46,45,46,0.27,18078.26637,1.94E-04,2.18E-11,0,134.6869273,0.587823652,9.307368442,LOS
9,466601.0046,30,0,-1399857.569,26,25,27,-0.685,17819.0443,-7.85E-05,-1.18E-11,0,404.0356073,-22.64916159,194.3836924,NLOS
73,466601.0046,10,0,-1341216.878,23,22,23,0.464,18609.22223,1.18E-04,9.09E-13,0,396.2310937,-10.1233082,332.2926702,NLOS
74,466601.0046,20,0,-1365076.893,26,25,26,-0.227,18899.44224,3.71E-05,1.82E-12,0,686.4513782,-2.206018791,63.12320434,NLOS
11,466601.0046,30,0,-1542778.242,37,36,42,-0.066,18841.56955,-5.56E-04,1.57E-14,0,629.453558,2.25019357,-54.14465368,NLOS
23,466601.0046,59,2,-1402786.574,47,46,47,0.32,18062.12778,-8.63E-05,-5.90E-13,0,151.103145,0.650692966,761.9408943,NLOS
32,466602.0047,44,0,-1463357.897,34,31,40,-0.183,18515.51694,-2.30E-04,1.20E-11,0,320.6490252,24.2504486,-29.36594221,NLOS
1,466602.0047,56,2,-1397138.576,47,46,47,0.151,18620.22688,-9.34E-06,1.54E-12,0,408.142745,1.069245476,-17.78045262,LOS
3,466602.0047,66,2,-1336297.935,45,45,46,0.176,18078.45138,1.94E-04,2.18E-11,0,133.616664,1.070263326,9.247049689,LOS
9,466602.0047,30,0,-1418066.868,24,23,26,0.328,17819.38065,-7.85E-05,-1.18E-11,0,397.852536,6.183071278,191.5866746,NLOS
73,466602.0047,10,0,-1359426.13,23,22,23,0.084,18616.39066,1.18E-04,9.09E-13,0,404.2989011,8.067807429,329.4525064,NLOS
74,466602.0047,20,0,-1383290.743,26,25,26,0.525,18897.29601,3.71E-05,1.82E-12,0,685.2045262,-1.24685201,64.88173457,NLOS
11,466602.0047,30,2,-1560991.056,38,37,37,0.072,18841.64943,-5.56E-04,1.57E-14,0,629.2450336,-0.208524324,-53.42186058,NLOS
23,466602.0047,59,2,-1420999.377,47,46,47,0.156,18062.29062,-8.63E-05,-5.90E-13,0,149.9849959,1.118149087,762.6516332,NLOS
32,466603.0047,44,2,-1481570.857,34,34,39,-0.096,18515.41164,-2.30E-04,1.20E-11,0,304.7915167,-15.85750853,-29.69368416,NLOS
1,466603.0047,56,2,-1415351.353,47,46,47,0.011,18620.23126,-9.34E-06,1.54E-12,0,406.9531627,-1.189582288,-18.29417811,LOS
3,466603.0047,66,2,-1354509.963,45,44,46,-0.002,18078.44049,1.94E-04,2.18E-11,0,134.8300685,-1.213404458,7.990218744,LOS
9,466603.0047,30,0,-1436286.594,23,22,26,0.232,17819.60372,-7.85E-05,-1.18E-11,0,389.8853651,7.967170961,198.0179199,NLOS
73,466603.0047,10,0,-1377634.591,23,22,23,-0.791,18616.96337,1.18E-04,9.09E-13,0,403.6724396,-0.626461476,324.6228172,NLOS
74,466603.0047,20,0,-1401511.725,26,25,26,-0.494,18903.42267,3.71E-05,1.82E-12,0,690.1320119,4.927485675,72.57255305,NLOS
11,466603.0047,30,2,-1579206.677,38,37,38,-0.014,18841.62678,-5.56E-04,1.57E-14,0,630.4775512,1.232517615,-51.09235299,NLOS
23,466603.0047,59,2,-1439213.012,46,45,47,-0.015,18062.26845,-8.63E-05,-5.90E-13,0,151.1463123,-1.16131641,762.9956461,NLOS
32,466604.0048,44,2,-1499780.693,35,34,34,0.119,18515.53094,-2.30E-04,1.20E-11,0,301.1017123,-3.689804405,-32.8454814,NLOS
1,466604.0048,56,2,-1433564.661,47,46,47,0.133,18620.36381,-9.34E-06,1.54E-12,0,407.3981375,0.444974709,-17.9768813,LOS
3,466604.0048,66,2,-1372722.428,45,44,45,0.129,18078.56967,1.94E-04,2.18E-11,0,134.4040645,0.426003948,7.47013662,LOS
9,466604.0048,30,0,-1454492.365,23,22,24,0.016,17819.62089,-7.85E-05,-1.18E-11,0,403.0784547,-13.19308965,190.7944482,NLOS
73,466604.0048,10,0,-1395836.679,23,22,23,0.352,18609.73899,1.18E-04,9.09E-13,0,396.7478579,-6.924581781,313.7195338,NLOS
74,466604.0048,20,0,-1419730.404,26,25,26,-0.187,18901.29096,3.71E-05,1.82E-12,0,688.3000937,-1.831918217,78.26083528,NLOS
11,466604.0048,30,2,-1597421.144,38,37,38,0.08,18841.70799,-5.56E-04,1.57E-14,0,629.2517548,-1.225796416,-49.61680179,NLOS
23,466604.0048,59,2,-1457426.746,46,32,47,0.121,18062.38871,-8.63E-05,-5.90E-13,0,150.6580608,0.488251485,763.737543,NLOS
32,466605.0048,44,2,-1517993.95,36,35,35,0.033,18515.57359,-2.30E-04,1.20E-11,0,304.1455744,3.043862112,-32.57648838,NLOS
1,466605.0048,56,2,-1451777.917,47,46,47,0.047,18620.41885,-9.34E-06,1.54E-12,0,407.4524296,0.054292183,-17.71224728,LOS
3,466605.0048,66,2,-1390935.616,45,44,45,-0.038,18078.54078,1.94E-04,2.18E-11,0,134.4470777,-0.043013204,7.673929002,LOS
9,466605.0048,30,0,-1472698.543,23,22,23,0.277,17819.90631,-7.85E-05,-1.18E-11,0,402.7930297,0.285424981,183.976761,NLOS
73,466605.0048,10,0,-1414045.869,23,22,23,-0.459,18616.72679,1.18E-04,9.09E-13,0,403.7356579,6.987800088,309.9188339,NLOS
74,466605.0048,20,0,-1437950.754,26,25,26,1.523,18903.40494,3.71E-05,1.82E-12,0,690.4140753,2.11398156,85.61982854,NLOS
11,466605.0048,30,2,-1615634.841,38,37,38,-0.107,18841.6075,-5.56E-04,1.57E-14,0,628.9658097,-0.28594511,-48.91168465,NLOS
23,466605.0048,59,2,-1475641.165,36,32,46,-0.045,18062.35123,-8.63E-05,-5.90E-13,0,150.5032196,0.154841226,765.1651524,NLOS
32,466606.0049,44,2,-1536206.104,36,35,36,0.045,18515.60908,-2.30E-04,1.20E-11,0,303.5477833,-0.597791035,-33.40975124,NLOS
1,466606.0049,56,2,-1469990.327,47,46,47,0.141,18620.55082,-9.34E-06,1.54E-12,0,407.5691682,0.116738547,-18.29313901,LOS
3,466606.0049,66,2,-1409147.602,45,44,45,0.122,18078.6531,1.94E-04,2.18E-11,0,134.336247,0.110830735,6.674991746,LOS
9,466606.0049,30,0,-1490904.448,23,22,23,-0.484,17819.41238,-7.85E-05,-1.18E-11,0,401.9549868,0.838042986,176.8870148,NLOS
73,466606.0049,10,0,-1432245.821,23,22,23,0.672,18607.17753,1.18E-04,9.09E-13,0,394.1863978,-9.549260188,296.8793107,NLOS
74,466606.0049,20,0,-1456160,26,25,26,-0.24,18892.82909,3.71E-05,1.82E-12,0,679.8382274,-10.57584783,81.87571907,NLOS
11,466606.0049,30,2,-1633848.127,38,35,38,0.148,18841.7494,-5.56E-04,1.57E-14,0,628.9142697,-0.051539972,-48.61695779,NLOS
23,466606.0049,59,2,-1493854.343,37,36,46,0.127,18062.4709,-8.63E-05,-5.90E-13,0,150.2967719,0.206447653,765.3510285,NLOS
32,466607.005,44,0,-1554416.664,36,35,36,0.397,18516.0148,-2.30E-04,1.20E-11,0,299.7613532,-3.786430165,-35.83803763,NLOS
1,466607.005,56,2,-1488203.844,47,46,47,0.246,18620.80556,-9.34E-06,1.54E-12,0,407.8172164,0.248048246,-17.76751865,LOS
3,466607.005,66,2,-1427361.293,45,44,45,0.193,18078.85402,1.94E-04,2.18E-11,0,134.1301167,0.206130315,7.381181043,LOS
9,466607.005,30,0,-1509125.636,23,22,23,0.568,17819.98918,-7.85E-05,-1.18E-11,0,385.9653164,15.98967038,185.0797833,NLOS
73,466607.005,10,0,-1450446.952,23,22,23,1.816,18606.4973,1.18E-04,9.09E-13,0,393.5061611,-0.680236619,285.0195785,NLOS
74,466607.005,20,0,-1474373.068,26,25,26,0.348,18897.36583,3.71E-05,1.82E-12,0,684.3749693,4.536741897,81.95205561,NLOS
11,466607.005,30,2,-1652061.291,37,34,38,0.211,18841.96681,-5.56E-04,1.57E-14,0,628.485021,-0.429248776,-48.44356469,NLOS
23,466607.005,59,2,-1512068.259,38,38,37,0.158,18062.63683,-8.63E-05,-5.90E-13,0,150.01581,0.28096189,766.2756075,NLOS
32,466608.005,44,2,-1572630.066,42,36,36,-0.059,18515.94737,-2.30E-04,1.20E-11,0,305.3676347,5.606281571,-35.42348266,NLOS
1,466608.005,56,2,-1506415.989,47,46,47,0.185,18620.9834,-9.34E-06,1.54E-12,0,407.9913347,0.174118232,-18.61319624,LOS
3,466608.005,66,2,-1445573.963,45,44,45,0.119,18078.96631,1.94E-04,2.18E-11,0,133.9981362,0.131980482,7.066324484,LOS
9,466608.005,30,0,-1527317.66,23,22,23,-0.474,17819.50604,-7.85E-05,-1.18E-11,0,416.3227858,-30.35746942,164.1094968,NLOS
73,466608.005,10,0,-1468676.478,23,22,23,-1.144,18637.53193,1.18E-04,9.09E-13,0,424.5407967,31.03463555,301.5542117,NLOS
74,466608.005,20,0,-1492591.392,26,25,26,-0.782,18902.24761,3.71E-05,1.82E-12,0,689.2567499,4.881780624,87.28542021,NLOS
11,466608.005,30,2,-1670273.757,38,37,38,0.084,18842.04399,-5.56E-04,1.57E-14,0,628.9992512,0.514230225,-48.96898143,NLOS
23,466608.005,59,0,-1530309.282,38,20,38,-0.025,18062.60412,-8.63E-05,-5.90E-13,0,122.9663879,27.04942213,794.3069012,NLOS
32,466609.0051,44,2,-1590842.531,44,43,42,-0.006,18515.94107,-2.30E-04,1.20E-11,0,303.519834,-1.847800773,-35.94615597,NLOS
1,466609.0051,56,2,-1524629.486,47,46,47,0.075,18621.05674,-9.34E-06,1.54E-12,0,408.0817712,0.090436507,-18.10690531,LOS
3,466609.0051,66,2,-1463787.366,45,44,45,-0.012,18078.95361,1.94E-04,2.18E-11,0,134.0138029,-0.015666716,7.48416777,LOS
9,466609.0051,30,0,-1545518.902,27,23,23,0.41,17819.91762,-7.85E-05,-1.18E-11,0,407.5387858,8.783999976,152.3566057,NLOS
73,466609.0051,10,0,-1486886.656,23,22,23,-0.817,18617.8022,1.18E-04,9.09E-13,0,404.8110627,-19.72973397,298.7411473,NLOS
74,466609.0051,20,0,-1510800.318,25,24,26,0.448,18892.11831,3.71E-05,1.82E-12,0,679.1274455,-10.12930444,83.22082491,LOS
11,466609.0051,30,2,-1688487.561,40,39,38,-0.058,18841.98586,-5.56E-04,1.57E-14,0,629.1706164,0.171365157,-48.15686944,NLOS
23,466609.0051,59,0,-1548526.61,32,31,38,-0.229,18062.37536,-8.63E-05,-5.90E-13,0,147.381432,-24.41504415,798.6438577,NLOS
32,466610.0051,44,0,-1609058.751,43,25,44,0.1,18516.04889,-2.30E-04,1.20E-11,0,306.8704377,3.350603741,-32.71464723,NLOS
1,466610.0051,56,2,-1542842.558,47,46,47,0.047,18621.11285,-9.34E-06,1.54E-12,0,408.1349103,0.053139161,-18.02623256,LOS
3,466610.0051,66,2,-1481999.851,45,44,45,0.018,18078.97933,1.94E-04,2.18E-11,0,133.9849245,0.028878413,6.984037656,LOS
9,466610.0051,30,0,-1563729.057,26,22,27,-0.035,17819.88965,-7.85E-05,-1.18E-11,0,397.1012254,10.43756043,149.5169048,NLOS
73,466610.0051,10,0,-1505096.073,23,22,23,0.389,18615.85775,1.18E-04,9.09E-13,0,402.8666105,-1.944452189,295.1674265,NLOS
74,466610.0051,20,0,-1529011.095,25,24,26,0.535,18894.63157,3.71E-05,1.82E-12,0,681.6407039,2.513258427,81.00661756,LOS
11,466610.0051,30,2,-1706701.713,40,39,40,-0.039,18841.954,-5.56E-04,1.57E-14,0,629.4814123,0.310795926,-46.99588454,NLOS
23,466610.0051,59,0,-1566737.559,33,32,38,0.227,18062.60918,-8.63E-05,-5.90E-13,0,152.2761236,-4.894691523,796.6012463,NLOS
32,466611.0052,44,0,-1627269.237,41,33,44,0.086,18516.12786,-2.30E-04,1.20E-11,0,300.7615299,-6.108907767,-35.21564789,NLOS
1,466611.0052,56,2,-1561055.793,47,46,47,0.291,18621.39558,-9.34E-06,1.54E-12,0,408.4061192,0.271208905,-17.7820166,LOS
3,466611.0052,66,2,-1500213.321,45,44,45,0.23,18079.20158,1.94E-04,2.18E-11,0,133.7665768,0.218347728,7.469044216,LOS
9,466611.0052,30,0,-1581932.054,27,26,27,0.34,17820.22093,-7.85E-05,-1.18E-11,0,404.3812325,-7.280007143,139.5183944,NLOS
73,466611.0052,10,0,-1523309.587,23,22,23,0.559,18619.83992,1.18E-04,9.09E-13,0,406.8487876,3.982177075,295.6898417,NLOS
74,466611.0052,20,0,-1547225.883,25,24,25,-0.651,18899.08644,3.71E-05,1.82E-12,0,686.095578,4.454874054,82.8035587,LOS
11,466611.0052,30,2,-1724915.609,39,38,40,0.392,18842.33776,-5.56E-04,1.57E-14,0,629.7090767,0.227664448,-46.09204587,NLOS
23,466611.0052,59,2,-1584951.434,33,32,33,0.291,18062.89282,-8.63E-05,-5.90E-13,0,149.8817215,2.394402042,797.484801,NLOS
32,466612.0053,44,2,-1645479.076,41,40,43,0.006,18516.13254,-2.30E-04,1.20E-11,0,299.8552474,-0.906282563,-38.66431982,NLOS
1,466612.0053,56,2,-1579268.914,47,46,47,-0.028,18621.36706,-9.34E-06,1.54E-12,0,408.0893339,-0.316785332,-17.95145122,LOS
